||=== Build: Robi_Debug in piMASS (compiler: GNU GCC Compiler) ===|
./gpcres.h||In constructor ‘gpcRES::gpcRES(gpcRES*)’:|
./piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
./gpcres.h|816|note: in expansion of macro ‘gpmCLR’|
./gpcres.h||In member function ‘U4 gpcRES::nFND()’:|
./gpcres.h|981|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcres_run.cpp||In member function ‘gpcRES* gpcRES::RESrun(gpcRES*, gpcLZY*, gpcWIN&, gpcSRC*, gpcRES*, U4, gpcSTK*)’:|
/home/pi/Desktop/piMASS/gpcres_run.cpp|10|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
./piMASS.h||In member function ‘gpcLZY* gpcLZY::lzy_exp(U8&, U8, U8, U1)’:|
./piMASS.h|4638|warning: suggest explicit braces to avoid ambiguous ‘else’ [-Wparentheses]|
./piMASS.h||In member function ‘gpcLZY* gpcLZY::lzyWR(const char*, bool)’:|
./piMASS.h|4804|warning: label ‘szasz’ defined but not used [-Wunused-label]|
./gpcpic.h||In member function ‘U1x4* gpcPIC::u1x4LOCK(SDL_Renderer*, U4x2, int&)’:|
./gpcpic.h|164|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
./gpcpic.h|164|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
./gpcgt.h|417|warning: ‘packed’ attribute ignored for field of type ‘U1 {aka unsigned char}’ [-Wattributes]|
./gpcgt.h|418|warning: ‘packed’ attribute ignored for field of type ‘U1 {aka unsigned char}’ [-Wattributes]|
./gpcgt.h|420|warning: ‘packed’ attribute ignored for field of type ‘U1 {aka unsigned char}’ [-Wattributes]|
./gpcgt.h|426|warning: ‘packed’ attribute ignored for field of type ‘U1 [3] {aka unsigned char [3]}’ [-Wattributes]|
./gpcgt.h|427|warning: ‘packed’ attribute ignored for field of type ‘U1 {aka unsigned char}’ [-Wattributes]|
./gpcgt.h||In member function ‘void gpcFD::zero(U4)’:|
./gpcgt.h|580|warning: unused variable ‘p_Z’ [-Wunused-variable]|
include/gpcOPCD.h||In member function ‘gpcOPCD& gpcOPCD::null()’:|
include/gpcOPCD.h|52|warning: no return statement in function returning non-void [-Wreturn-type]|
include/gpcOPCD.h|115|warning: ISO C++ forbids converting a string constant to ‘char*’ [-Wwrite-strings]|
include/gpcOPCD.h|115|warning: ISO C++ forbids converting a string constant to ‘char*’ [-Wwrite-strings]|
include/gpcOPCD.h||In member function ‘gpcCMPL& gpcCMPL::null()’:|
include/gpcOPCD.h|125|warning: no return statement in function returning non-void [-Wreturn-type]|
./gpcSRC.h||In member function ‘void* gpcLAY::pRE(U4, U4, U4, U4)’:|
./piMASS.h|287|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcSRC.h|478|note: in expansion of macro ‘gpmDELary’|
./gpcSRC.h||In member function ‘U8 gpcSRC::CRSminiCR(I4x2&, bool)’:|
./piMASS.h|227|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
./gpcSRC.h|662|note: in expansion of macro ‘min’|
./gpcres.h||In member function ‘gpcISA* gpcISA::null()’:|
./piMASS.h|286|warning: possible problem detected in invocation of delete operator: [-Wdelete-incomplete]|
./gpcres.h|60|note: in expansion of macro ‘gpmDEL’|
./gpcres.h|60|warning: invalid use of incomplete type ‘class gpcRES’|
./piMASS.h|286|note: in definition of macro ‘gpmDEL’|
./gpcres.h|7|note: forward declaration of ‘class gpcRES’|
./piMASS.h|286|note: neither the destructor nor the class-specific operator delete will be called, even if they are declared when the class is defined|
./gpcres.h|60|note: in expansion of macro ‘gpmDEL’|
./gpcres.h||In member function ‘gpcREG& gpcREG::operator=(U1*)’:|
./gpcres.h|230|warning: no return statement in function returning non-void [-Wreturn-type]|
./gpcres.h||In member function ‘gpfFLG& gpfFLG::null()’:|
./gpcres.h|643|warning: no return statement in function returning non-void [-Wreturn-type]|
./gpcres.h||In member function ‘gpcRES* gpcRES::chg(gpcALU&)’:|
./piMASS.h|287|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|871|note: in expansion of macro ‘gpmDELary’|
./piMASS.h|287|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|902|note: in expansion of macro ‘gpmDELary’|
./gpcres.h||In member function ‘gpcALU& gpcRES::ADD(gpeALF, U4, U4)’:|
./gpcres.h|919|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|928|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|939|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|952|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|962|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|971|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h||In member function ‘U4 gpcRES::iFND(gpeALF)’:|
./gpcres.h|995|warning: unused variable ‘x’ [-Wunused-variable]|
include/gpcwin.h||In member function ‘gpcLZY* gpcWIN::putLIST(gpcLZY*, gpeNET4, I8x4, char*)’:|
include/gpcwin.h|606|warning: format ‘%d’ expects argument of type ‘int’, but argument 3 has type ‘I8 {aka long long int}’ [-Wformat=]|
include/gpcwin.h||In member function ‘gpcLZY* gpcWIN::putMINI(gpcLZY*, gpeNET4, I8x4, char*)’:|
include/gpcwin.h|659|warning: format ‘%d’ expects argument of type ‘int’, but argument 3 has type ‘I8 {aka long long int}’ [-Wformat=]|
/home/pi/Desktop/piMASS/gpcresflt.cpp||In member function ‘gpcALU& gpcALU::int2flt(gpcRES*, U4x2, U1x4)’:|
/home/pi/Desktop/piMASS/gpcresflt.cpp|52|warning: unused variable ‘nAN1’ [-Wunused-variable]|
/home/pi/Desktop/piMASS/gpcresflt.cpp|58|warning: unused variable ‘nAN2’ [-Wunused-variable]|
/home/pi/Desktop/piMASS/gpcresflt.cpp|125|warning: unused variable ‘src’ [-Wunused-variable]|
./piMASS.h||In member function ‘U4x2& U4x2::null()’:|
./piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
./piMASS.h|1445|note: in expansion of macro ‘gpmCLR’|
./gpcres.h||In constructor ‘gpcADR::gpcADR(gpeALF)’:|
./piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
./gpcres.h|161|note: in expansion of macro ‘gpmCLR’|
./gpcres.h||In member function ‘gpcADR& gpcADR::operator=(gpeALF)’:|
./piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
./gpcres.h|166|note: in expansion of macro ‘gpmCLR’|
./gpcres.h||In constructor ‘gpcALU::gpcALU()’:|
./piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
./gpcres.h|354|note: in expansion of macro ‘gpmCLR’|
./gpcres.h||In member function ‘gpcALU& gpcALU::null()’:|
./piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
./gpcres.h|448|note: in expansion of macro ‘gpmCLR’|
./gpcres.h||In member function ‘gpcRES* gpcRES::chg(gpcALU&)’:|
./gpcres.h|854|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/piMASS.h||In function ‘bool gpfMKDR(char*, const char*)’:|
/home/pi/Desktop/piMASS/piMASS.h|465|warning: suggest parentheses around assignment used as truth value [-Wparentheses]|
/home/pi/Desktop/piMASS/piMASS.h|463|warning: unused variable ‘p_end’ [-Wunused-variable]|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘U1x4& U1x4::typMX(U1x4)’:|
/home/pi/Desktop/piMASS/piMASS.h|862|warning: suggest parentheses around comparison in operand of ‘&’ [-Wparentheses]|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘U2x4& U2x4::operator=(U2)’:|
/home/pi/Desktop/piMASS/piMASS.h|1261|warning: no return statement in function returning non-void [-Wreturn-type]|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘U2x4& U2x4::operator=(I2)’:|
/home/pi/Desktop/piMASS/piMASS.h|1265|warning: no return statement in function returning non-void [-Wreturn-type]|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘U4x4& U4x4::operator=(U4)’:|
/home/pi/Desktop/piMASS/piMASS.h|1735|warning: no return statement in function returning non-void [-Wreturn-type]|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘U4x4& U4x4::operator=(I4)’:|
/home/pi/Desktop/piMASS/piMASS.h|1739|warning: no return statement in function returning non-void [-Wreturn-type]|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘I4x4* I4x4::index(U4)’:|
/home/pi/Desktop/piMASS/piMASS.h|2825|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘gpcLZY* gpcLZY::lzy_exp(U8&, U8, U8, U1)’:|
/home/pi/Desktop/piMASS/piMASS.h|4638|warning: suggest explicit braces to avoid ambiguous ‘else’ [-Wparentheses]|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘gpcLZY* gpcLZY::lzyWR(const char*, bool)’:|
/home/pi/Desktop/piMASS/piMASS.h|4804|warning: label ‘szasz’ defined but not used [-Wunused-label]|
/home/pi/Desktop/piMASS/gpcpic.h||In member function ‘U1x4* gpcPIC::u1x4LOCK(SDL_Renderer*, U4x2, int&)’:|
/home/pi/Desktop/piMASS/gpcpic.h|164|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/gpcpic.h|164|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
/home/pi/Desktop/piMASS/gpcgt.h|417|warning: ‘packed’ attribute ignored for field of type ‘U1 {aka unsigned char}’ [-Wattributes]|
/home/pi/Desktop/piMASS/gpcgt.h|418|warning: ‘packed’ attribute ignored for field of type ‘U1 {aka unsigned char}’ [-Wattributes]|
/home/pi/Desktop/piMASS/gpcgt.h|420|warning: ‘packed’ attribute ignored for field of type ‘U1 {aka unsigned char}’ [-Wattributes]|
/home/pi/Desktop/piMASS/gpcgt.h|426|warning: ‘packed’ attribute ignored for field of type ‘U1 [3] {aka unsigned char [3]}’ [-Wattributes]|
/home/pi/Desktop/piMASS/gpcgt.h|427|warning: ‘packed’ attribute ignored for field of type ‘U1 {aka unsigned char}’ [-Wattributes]|
/home/pi/Desktop/piMASS/gpcgt.h||In member function ‘void gpcFD::zero(U4)’:|
/home/pi/Desktop/piMASS/gpcgt.h|580|warning: unused variable ‘p_Z’ [-Wunused-variable]|
include/gpcOPCD.h||In member function ‘gpcOPCD& gpcOPCD::null()’:|
include/gpcOPCD.h|52|warning: no return statement in function returning non-void [-Wreturn-type]|
include/gpcOPCD.h|115|warning: ISO C++ forbids converting a string constant to ‘char*’ [-Wwrite-strings]|
include/gpcOPCD.h|115|warning: ISO C++ forbids converting a string constant to ‘char*’ [-Wwrite-strings]|
include/gpcOPCD.h||In member function ‘gpcCMPL& gpcCMPL::null()’:|
include/gpcOPCD.h|125|warning: no return statement in function returning non-void [-Wreturn-type]|
./gpcSRC.h||In member function ‘void* gpcLAY::pRE(U4, U4, U4, U4)’:|
/home/pi/Desktop/piMASS/piMASS.h|287|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcSRC.h|478|note: in expansion of macro ‘gpmDELary’|
./gpcSRC.h||In member function ‘U8 gpcSRC::CRSminiCR(I4x2&, bool)’:|
/home/pi/Desktop/piMASS/piMASS.h|227|warning: comparison between signed and unsigned integer expressions [-Wsign-compare]|
./gpcSRC.h|662|note: in expansion of macro ‘min’|
./gpcres.h||In member function ‘gpcISA* gpcISA::null()’:|
/home/pi/Desktop/piMASS/piMASS.h|286|warning: possible problem detected in invocation of delete operator: [-Wdelete-incomplete]|
./gpcres.h|60|note: in expansion of macro ‘gpmDEL’|
./gpcres.h|60|warning: invalid use of incomplete type ‘class gpcRES’|
/home/pi/Desktop/piMASS/piMASS.h|286|note: in definition of macro ‘gpmDEL’|
./gpcres.h|7|note: forward declaration of ‘class gpcRES’|
/home/pi/Desktop/piMASS/piMASS.h|286|note: neither the destructor nor the class-specific operator delete will be called, even if they are declared when the class is defined|
./gpcres.h|60|note: in expansion of macro ‘gpmDEL’|
./gpcres.h||In member function ‘gpcREG& gpcREG::operator=(U1*)’:|
./gpcres.h|230|warning: no return statement in function returning non-void [-Wreturn-type]|
./gpcres.h||In member function ‘gpfFLG& gpfFLG::null()’:|
./gpcres.h|643|warning: no return statement in function returning non-void [-Wreturn-type]|
./gpcres.h||In member function ‘gpcRES* gpcRES::chg(gpcALU&)’:|
/home/pi/Desktop/piMASS/piMASS.h|287|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|871|note: in expansion of macro ‘gpmDELary’|
/home/pi/Desktop/piMASS/piMASS.h|287|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|902|note: in expansion of macro ‘gpmDELary’|
./gpcres.h||In member function ‘gpcALU& gpcRES::ADD(gpeALF, U4, U4)’:|
./gpcres.h|919|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|928|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|939|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|952|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|962|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h|971|warning: deleting ‘void*’ is undefined [-Wdelete-incomplete]|
./gpcres.h||In member function ‘U4 gpcRES::iFND(gpeALF)’:|
./gpcres.h|995|warning: unused variable ‘x’ [-Wunused-variable]|
include/gpcwin.h||In member function ‘gpcLZY* gpcWIN::putLIST(gpcLZY*, gpeNET4, I8x4, char*)’:|
include/gpcwin.h|606|warning: format ‘%d’ expects argument of type ‘int’, but argument 3 has type ‘I8 {aka long long int}’ [-Wformat=]|
include/gpcwin.h||In member function ‘gpcLZY* gpcWIN::putMINI(gpcLZY*, gpeNET4, I8x4, char*)’:|
include/gpcwin.h|659|warning: format ‘%d’ expects argument of type ‘int’, but argument 3 has type ‘I8 {aka long long int}’ [-Wformat=]|
/home/pi/Desktop/piMASS/gpcSLMPdcr.cpp||In member function ‘gpcLZY* gpcLZY::lzyZSnD(U8&, gpcZSnD&, U1)’:|
/home/pi/Desktop/piMASS/gpcSLMPdcr.cpp|114|warning: the compiler can assume that the address of ‘zs’ will always evaluate to ‘true’ [-Waddress]|
/home/pi/Desktop/piMASS/gpcSLMPdcr.cpp|114|warning: the compiler can assume that the address of ‘zs’ will always evaluate to ‘true’ [-Waddress]|
/home/pi/Desktop/piMASS/gpcSLMPdcr.cpp||In member function ‘I4x4 gpcDrc::cageBALL(I4x4, I4x4*, U4)’:|
/home/pi/Desktop/piMASS/gpcSLMPdcr.cpp|133|warning: unused variable ‘d’ [-Wunused-variable]|
/home/pi/Desktop/piMASS/gpcSLMPdcr.cpp|133|warning: unused variable ‘ab’ [-Wunused-variable]|
/home/pi/Desktop/piMASS/gpcSLMPdcr.cpp||In member function ‘I4x4 gpcDrc::cageBOX(I4x4, I4x4*, U4)’:|
/home/pi/Desktop/piMASS/gpcSLMPdcr.cpp|154|warning: unused variable ‘d’ [-Wunused-variable]|
/home/pi/Desktop/piMASS/gpcSLMPdcr.cpp|154|warning: unused variable ‘ab’ [-Wunused-variable]|
/home/pi/Desktop/piMASS/gpcSLMPdcr.cpp||In member function ‘gpcLZY* gpcGT::GTdrcOS(gpcLZY*, U1*, gpcMASS&, SOCKET)’:|
/home/pi/Desktop/piMASS/gpcSLMPdcr.cpp|359|warning: unused variable ‘nLEN’ [-Wunused-variable]|
/home/pi/Desktop/piMASS/gpcSLMPdcr.cpp|365|warning: unused variable ‘pLZYout’ [-Wunused-variable]|
/home/pi/Desktop/piMASS/gpcSLMPdcr.cpp|409|warning: unused variable ‘iE’ [-Wunused-variable]|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘I8x4& I8x4::operator*=(I8)’:|
/home/pi/Desktop/piMASS/piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/piMASS.h|3384|note: in expansion of macro ‘gpmCLR’|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘size_t gpcLZY::nLD()’:|
/home/pi/Desktop/piMASS/piMASS.h|4250|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/piMASS.h||In constructor ‘gpcLZY::gpcLZY()’:|
/home/pi/Desktop/piMASS/piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/piMASS.h|4396|note: in expansion of macro ‘gpmCLR’|
/home/pi/Desktop/piMASS/piMASS.h||In constructor ‘gpcLZY::gpcLZY(U1)’:|
/home/pi/Desktop/piMASS/piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/piMASS.h|4400|note: in expansion of macro ‘gpmCLR’|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘gpcLZY* gpcLZY::lzyADD(const void*, U8, U8&, U1)’:|
/home/pi/Desktop/piMASS/piMASS.h|4468|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘gpcLZY* gpcLZY::lzy_exp(U8&, U8, U8, U1)’:|
/home/pi/Desktop/piMASS/piMASS.h|4595|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/piMASS.h||In member function ‘gpcLZY* gpcLZY::lzy_exp_rand(U8&, U8, U8, U1)’:|
/home/pi/Desktop/piMASS/piMASS.h|4588|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/piMASS.h|4583|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcgt.h||In member function ‘gpcZS& gpcZS::null()’:|
/home/pi/Desktop/piMASS/piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcgt.h|71|note: in expansion of macro ‘gpmCLR’|
/home/pi/Desktop/piMASS/gpcgt.h||In member function ‘gpcDrc& gpcDrc::format(U4)’:|
/home/pi/Desktop/piMASS/piMASS.h|240|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcgt.h|125|note: in expansion of macro ‘gpmCLR’|
/home/pi/Desktop/piMASS/gpcgt.h||In member function ‘U2 gpcDrc::hs12()’:|
/home/pi/Desktop/piMASS/gpcgt.h|173|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcgt.h||In member function ‘gpcZSnD* gpcZSnD::format()’:|
/home/pi/Desktop/piMASS/gpcgt.h|294|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcgt.h||In member function ‘bool gpcZSnD::bWAIT()’:|
/home/pi/Desktop/piMASS/gpcgt.h|334|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcSLMPdcr.cpp||In member function ‘gpcLZY* gpcLZY::lzyZSnD(U8&, gpcZSnD&, U1)’:|
/home/pi/Desktop/piMASS/gpcSLMPdcr.cpp|114|warning: nonnull argument ‘zs’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcSLMPdcr.cpp||In member function ‘gpcLZY* gpcZSnD::pulling(gpcLZY*, U4x4*)’:|
/home/pi/Desktop/piMASS/gpcSLMPdcr.cpp|185|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcSLMPdcr.cpp|182|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/gpcSLMPdcr.cpp||In member function ‘gpcLZY* gpcGT::GTdrcOS(gpcLZY*, U1*, gpcMASS&, SOCKET)’:|
/home/pi/Desktop/piMASS/gpcSLMPdcr.cpp|361|warning: nonnull argument ‘this’ compared to NULL [-Wnonnull-compare]|
/home/pi/Desktop/piMASS/piMASS.h|172|warning: "NULL" redefined|
